Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
1,+,dandelion,&&&&&&&&&&&&,tulip,1,1,PRACTICE,FLOWER
2,+,carnation,&&&&&&&&&&&&,rose,1,1,PRACTICE,FLOWER
3,+,microwave,&&&&&&&&&&&&,daisy,1,0,PRACTICE,FLOWER
4,+,backpack,&&&&&&&&&&&&,lily,1,0,PRACTICE,FLOWER
5,+,lizard,&&&&&&&&&&&&,snake,2,1,PRACTICE,REPTILE
6,+,worm,&&&&&&&&&&&&,caterpillar,2,1,PRACTICE,BUG
7,+,orchid,&&&&&&&&&&&&,toaster,2,0,PRACTICE,APPLIANCE
8,+,lilac,&&&&&&&&&&&&,suitcase,2,0,PRACTICE,BAG
9,+,strawberry,&&&&&&&&&&&&,shovel,2,0,VEHICLE,TOOL
10,+,lemon,&&&&&&&&&&&&,canary,2,0,VEHICLE,BIRD
11,+,hawk,&&&&&&&&&&&&,grenade,2,0,VEHICLE,WEAPON
12,+,cherry,&&&&&&&&&&&&,turnip,2,0,VEHICLE,VEGETABLE
13,+,prune,&&&&&&&&&&&&,shotgun,2,0,VEHICLE,WEAPON
14,+,grapefruit,&&&&&&&&&&&&,buffalo,2,0,VEHICLE,MAMMAL
15,+,trolley,&&&&&&&&&&&&,subway,1,1,VEHICLE,VEHICLE
16,+,taxi,&&&&&&&&&&&&,bus,1,1,VEHICLE,VEHICLE
17,+,gorilla,&&&&&&&&&&&&,snowmobile,1,0,VEHICLE,VEHICLE
18,+,dagger,&&&&&&&&&&&&,yacht,1,0,VEHICLE,VEHICLE
19,+,chives,&&&&&&&&&&&&,hovercraft,1,0,VEHICLE,VEHICLE
20,+,pajamas,&&&&&&&&&&&&,jet,1,0,VEHICLE,VEHICLE
21,+,sparrow,&&&&&&&&&&&&,submarine,1,0,VEHICLE,VEHICLE
22,+,saw,&&&&&&&&&&&&,rollerblades,1,0,VEHICLE,VEHICLE
23,+,tomato,&&&&&&&&&&&&,blueberry,2,1,VEHICLE,FRUIT
24,+,clamp,&&&&&&&&&&&&,jack,2,1,VEHICLE,TOOL
25,+,car,&&&&&&&&&&&&,banana,2,0,MAMMAL,FRUIT
26,+,van,&&&&&&&&&&&&,pliers,2,0,MAMMAL,TOOL
27,+,coconut,&&&&&&&&&&&&,mittens,2,0,MAMMAL,CLOTHING
28,+,sailboat,&&&&&&&&&&&&,boots,2,0,MAMMAL,CLOTHING
29,+,bike,&&&&&&&&&&&&,asparagus,2,0,MAMMAL,VEGETABLE
30,+,motorcycle,&&&&&&&&&&&&,arrow,2,0,MAMMAL,WEAPON
31,+,sheep,&&&&&&&&&&&&,lamb,1,1,MAMMAL,MAMMAL
32,+,raccoon,&&&&&&&&&&&&,skunk,1,1,MAMMAL,MAMMAL
33,+,armor,&&&&&&&&&&&&,monkey,1,0,MAMMAL,MAMMAL
34,+,kale,&&&&&&&&&&&&,hamster,1,0,MAMMAL,MAMMAL
35,+,poncho,&&&&&&&&&&&&,otter,1,0,MAMMAL,MAMMAL
36,+,pheasant,&&&&&&&&&&&&,deer,1,0,MAMMAL,MAMMAL
37,+,bolt,&&&&&&&&&&&&,panda,1,0,MAMMAL,MAMMAL
38,+,pear,&&&&&&&&&&&&,tiger,1,0,MAMMAL,MAMMAL
39,+,jetski,&&&&&&&&&&&&,segway,2,1,MAMMAL,VEHICLE
40,+,watermelon,&&&&&&&&&&&&,kiwi,2,1,MAMMAL,FRUIT
41,+,giraffe,&&&&&&&&&&&&,truck,2,0,WEAPON,VEHICLE
42,+,dog,&&&&&&&&&&&&,lime,2,0,WEAPON,FRUIT
43,+,helicopter,&&&&&&&&&&&&,eagle,2,0,WEAPON,BIRD
44,+,donkey,&&&&&&&&&&&&,woodpecker,2,0,WEAPON,BIRD
45,+,rifle,&&&&&&&&&&&&,seagull,2,0,WEAPON,BIRD
46,+,cow,&&&&&&&&&&&&,garlic,2,0,WEAPON,VEGETABLE
47,+,bomb,&&&&&&&&&&&&,missile,1,1,WEAPON,WEAPON
48,+,whip,&&&&&&&&&&&&,hatchet,1,1,WEAPON,WEAPON
49,+,eggplant,&&&&&&&&&&&&,shield,1,0,WEAPON,WEAPON
50,+,blouse,&&&&&&&&&&&&,switchblade,1,0,WEAPON,WEAPON
51,+,bluejay,&&&&&&&&&&&&,pistol,1,0,WEAPON,WEAPON
52,+,calculator,&&&&&&&&&&&&,harpoon,1,0,WEAPON,WEAPON
53,+,raisin,&&&&&&&&&&&&,taser,1,0,WEAPON,WEAPON
54,+,wheelchair,&&&&&&&&&&&&,artillery,1,0,WEAPON,WEAPON
55,+,squirrel,&&&&&&&&&&&&,rabbit,2,1,WEAPON,MAMMAL
56,+,train,&&&&&&&&&&&&,jeep,2,1,WEAPON,VEHICLE
57,+,knife,&&&&&&&&&&&&,elephant,2,0,VEGETABLE,MAMMAL
58,+,slingshot,&&&&&&&&&&&&,ambulance,2,0,VEGETABLE,VEHICLE
59,+,cannon,&&&&&&&&&&&&,pineapple,2,0,VEGETABLE,FRUIT
60,+,club,&&&&&&&&&&&&,pencil,2,0,VEGETABLE,TOOL
61,+,lion,&&&&&&&&&&&&,skirt,2,0,VEGETABLE,CLOTHING
62,+,onions,&&&&&&&&&&&&,penguin,2,0,VEGETABLE,BIRD
63,+,lettuce,&&&&&&&&&&&&,cabbage,1,1,VEGETABLE,VEGETABLE
64,+,pepper,&&&&&&&&&&&&,spinach,1,1,VEGETABLE,VEGETABLE
65,+,gloves,&&&&&&&&&&&&,artichoke,1,0,VEGETABLE,VEGETABLE
66,+,parrot,&&&&&&&&&&&&,zucchini,1,0,VEGETABLE,VEGETABLE
67,+,microscope,&&&&&&&&&&&&,parsley,1,0,VEGETABLE,VEGETABLE
68,+,blackberry,&&&&&&&&&&&&,shallots,1,0,VEGETABLE,VEGETABLE
69,+,kayak,&&&&&&&&&&&&,corn,1,0,VEGETABLE,VEGETABLE
