Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
1,+,dandelion,&&&&&&&&&&&&,tulip,1,1,PRACTICE,FLOWER
2,+,carnation,&&&&&&&&&&&&,rose,1,1,PRACTICE,FLOWER
3,+,microwave,&&&&&&&&&&&&,daisy,1,0,PRACTICE,FLOWER
4,+,backpack,&&&&&&&&&&&&,lily,1,0,PRACTICE,FLOWER
5,+,lizard,&&&&&&&&&&&&,snake,2,1,PRACTICE,REPTILE
6,+,worm,&&&&&&&&&&&&,caterpillar,2,1,PRACTICE,BUG
7,+,orchid,&&&&&&&&&&&&,toaster,2,0,PRACTICE,APPLIANCE
8,+,lilac,&&&&&&&&&&&&,suitcase,2,0,PRACTICE,BAG
9,+,car,&&&&&&&&&&&&,banana,2,0,TEST,FRUIT
10,+,van,&&&&&&&&&&&&,pliers,2,0,TEST,TOOL
11,+,helicopter,&&&&&&&&&&&&,eagle,2,0,TEST,BIRD
12,+,sailboat,&&&&&&&&&&&&,boots,2,0,TEST,CLOTHING
13,+,bike,&&&&&&&&&&&&,scooter,1,1,TEST,VEHICLE
14,+,motorcycle,&&&&&&&&&&&&,tractor,1,1,TEST,VEHICLE
15,+,trolley,&&&&&&&&&&&&,subway,1,1,TEST,VEHICLE
16,+,taxi,&&&&&&&&&&&&,bus,1,1,TEST,VEHICLE
17,+,nectarine,&&&&&&&&&&&&,snowmobile,1,0,TEST,VEHICLE
18,+,chainsaw,&&&&&&&&&&&&,yacht,1,0,TEST,VEHICLE
19,+,bluejay,&&&&&&&&&&&&,hovercraft,1,0,TEST,VEHICLE
20,+,pajamas,&&&&&&&&&&&&,jet,1,0,TEST,VEHICLE
21,+,raisin,&&&&&&&&&&&&,grapes,2,1,TEST,FRUIT
22,+,saw,&&&&&&&&&&&&,sandpaper,2,1,TEST,TOOL
23,+,pigeon,&&&&&&&&&&&&,dove ,2,1,TEST,BIRD
24,+,dress,&&&&&&&&&&&&,robe,2,1,TEST,CLOTHING
25,+,giraffe,&&&&&&&&&&&&,truck,2,0,TEST,VEHICLE
26,+,dog,&&&&&&&&&&&&,lime,2,0,TEST,FRUIT
27,+,horse,&&&&&&&&&&&&,screws,2,0,TEST,TOOL
28,+,donkey,&&&&&&&&&&&&,woodpecker,2,0,TEST,BIRD
29,+,lion,&&&&&&&&&&&&,cheetah,1,1,TEST,MAMMAL
30,+,cow,&&&&&&&&&&&&,buffalo,1,1,TEST,MAMMAL
31,+,sheep,&&&&&&&&&&&&,lamb,1,1,TEST,MAMMAL
32,+,raccoon,&&&&&&&&&&&&,skunk,1,1,TEST,MAMMAL
33,+,sleigh,&&&&&&&&&&&&,monkey,1,0,TEST,MAMMAL
34,+,apricot,&&&&&&&&&&&&,hamster,1,0,TEST,MAMMAL
35,+,microscope,&&&&&&&&&&&&,otter,1,0,TEST,MAMMAL
36,+,pheasant,&&&&&&&&&&&&,deer,1,0,TEST,MAMMAL
37,+,kayak,&&&&&&&&&&&&,submarine,2,1,TEST,VEHICLE
38,+,pear,&&&&&&&&&&&&,peach,2,1,TEST,FRUIT
39,+,ladder,&&&&&&&&&&&&,wheelbarrow,2,1,TEST,TOOL
40,+,flamingo,&&&&&&&&&&&&,owl,2,1,TEST,BIRD
41,+,knife,&&&&&&&&&&&&,elephant,2,0,TEST,MAMMAL
42,+,slingshot,&&&&&&&&&&&&,ambulance,2,0,TEST,VEHICLE
43,+,cannon,&&&&&&&&&&&&,pineapple,2,0,TEST,FRUIT
44,+,club,&&&&&&&&&&&&,pencil,2,0,TEST,TOOL
45,+,rifle,&&&&&&&&&&&&,shotgun,1,1,TEST,WEAPON
46,+,bow,&&&&&&&&&&&&,arrow,1,1,TEST,WEAPON
47,+,bomb,&&&&&&&&&&&&,missile,1,1,TEST,WEAPON
48,+,whip,&&&&&&&&&&&&,hatchet,1,1,TEST,WEAPON
49,+,gorilla,&&&&&&&&&&&&,shield,1,0,TEST,WEAPON
50,+,limousine,&&&&&&&&&&&&,switchblade,1,0,TEST,WEAPON
51,+,papaya,&&&&&&&&&&&&,pistol,1,0,TEST,WEAPON
52,+,calculator,&&&&&&&&&&&&,harpoon,1,0,TEST,WEAPON
53,+,koala,&&&&&&&&&&&&,panda,2,1,TEST,MAMMAL
54,+,wheelchair,&&&&&&&&&&&&,rollerblades,2,1,TEST,VEHICLE
55,+,tomato,&&&&&&&&&&&&,blueberry,2,1,TEST,FRUIT
56,+,clamp,&&&&&&&&&&&&,jack,2,1,TEST,TOOL
57,+,celery,&&&&&&&&&&&&,sword,2,0,TEST,WEAPON
58,+,broccoli,&&&&&&&&&&&&,cat,2,0,TEST,MAMMAL
59,+,radish,&&&&&&&&&&&&,airplane,2,0,TEST,VEHICLE
60,+,potato,&&&&&&&&&&&&,raspberry,2,0,TEST,FRUIT
61,+,peas,&&&&&&&&&&&&,asparagus,1,1,TEST,VEGETABLE
62,+,onions,&&&&&&&&&&&&,garlic,1,1,TEST,VEGETABLE
63,+,lettuce,&&&&&&&&&&&&,cabbage,1,1,TEST,VEGETABLE
64,+,pepper,&&&&&&&&&&&&,spinach,1,1,TEST,VEGETABLE
65,+,armor,&&&&&&&&&&&&,artichoke,1,0,TEST,VEGETABLE
66,+,rat,&&&&&&&&&&&&,zucchini,1,0,TEST,VEGETABLE
67,+,barge,&&&&&&&&&&&&,parsley,1,0,TEST,VEGETABLE
68,+,blackberry,&&&&&&&&&&&&,shallots,1,0,TEST,VEGETABLE
69,+,mace,&&&&&&&&&&&&,taser,2,1,TEST,WEAPON
70,+,leopard,&&&&&&&&&&&&,tiger,2,1,TEST,MAMMAL
71,+,jetski,&&&&&&&&&&&&,segway,2,1,TEST,VEHICLE
72,+,watermelon,&&&&&&&&&&&&,kiwi,2,1,TEST,FRUIT
73,+,jacket,&&&&&&&&&&&&,carrot,2,0,TEST,VEGETABLE
