Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
1,+,dandelion,&&&&&&&&&&&&,tulip,1,1,PRACTICE,FLOWER
2,+,carnation,&&&&&&&&&&&&,rose,1,1,PRACTICE,FLOWER
3,+,microwave,&&&&&&&&&&&&,daisy,1,0,PRACTICE,FLOWER
4,+,backpack,&&&&&&&&&&&&,lily,1,0,PRACTICE,FLOWER
5,+,lizard,&&&&&&&&&&&&,snake,2,1,PRACTICE,REPTILE
6,+,worm,&&&&&&&&&&&&,caterpillar,2,1,PRACTICE,BUG
7,+,orchid,&&&&&&&&&&&&,toaster,2,0,PRACTICE,APPLIANCE
8,+,lilac,&&&&&&&&&&&&,suitcase,2,0,PRACTICE,BAG
9,+,banana,&&&&&&&&&&&&,car,1,0,VEHICLE,VEHICLE
10,+,pliers,&&&&&&&&&&&&,van,1,0,VEHICLE,VEHICLE
11,+,eagle,&&&&&&&&&&&&,helicopter,1,0,VEHICLE,VEHICLE
12,+,boots,&&&&&&&&&&&&,sailboat,1,0,VEHICLE,VEHICLE
13,+,asparagus,&&&&&&&&&&&&,bike,1,0,VEHICLE,VEHICLE
14,+,arrow,&&&&&&&&&&&&,motorcycle,1,0,VEHICLE,VEHICLE
15,+,subway,&&&&&&&&&&&&,trolley,1,1,VEHICLE,VEHICLE
16,+,bus,&&&&&&&&&&&&,taxi,1,1,VEHICLE,VEHICLE
17,+,flashlight,&&&&&&&&&&&&,nectarine,2,0,VEHICLE,FRUIT
18,+,shirt,&&&&&&&&&&&&,chainsaw,2,0,VEHICLE,TOOL
19,+,pistol,&&&&&&&&&&&&,bluejay,2,0,VEHICLE,BIRD
20,+,jet,&&&&&&&&&&&&,pajamas,2,0,VEHICLE,CLOTHING
21,+,nails,&&&&&&&&&&&&,beans,2,0,VEHICLE,VEGETABLE
22,+,bandana,&&&&&&&&&&&&,tank,2,0,VEHICLE,WEAPON
23,+,rabbit,&&&&&&&&&&&&,squirrel,2,1,VEHICLE,MAMMAL
24,+,kiwi,&&&&&&&&&&&&,watermelon,2,1,VEHICLE,FRUIT
25,+,truck,&&&&&&&&&&&&,giraffe,1,0,MAMMAL,MAMMAL
26,+,lime,&&&&&&&&&&&&,dog,1,0,MAMMAL,MAMMAL
27,+,screws,&&&&&&&&&&&&,horse,1,0,MAMMAL,MAMMAL
28,+,woodpecker,&&&&&&&&&&&&,donkey,1,0,MAMMAL,MAMMAL
29,+,skirt,&&&&&&&&&&&&,lion,1,0,MAMMAL,MAMMAL
30,+,garlic,&&&&&&&&&&&&,cow,1,0,MAMMAL,MAMMAL
31,+,lamb,&&&&&&&&&&&&,sheep,1,1,MAMMAL,MAMMAL
32,+,skunk,&&&&&&&&&&&&,raccoon,1,1,MAMMAL,MAMMAL
33,+,tangerine,&&&&&&&&&&&&,sleigh,2,0,MAMMAL,VEHICLE
34,+,cockatoo,&&&&&&&&&&&&,apricot,2,0,MAMMAL,FRUIT
35,+,parsley,&&&&&&&&&&&&,microscope,2,0,MAMMAL,TOOL
36,+,deer,&&&&&&&&&&&&,pheasant,2,0,MAMMAL,BIRD
37,+,grapes,&&&&&&&&&&&&,tie,2,0,MAMMAL,CLOTHING
38,+,chickadee,&&&&&&&&&&&&,parsnip,2,0,MAMMAL,VEGETABLE
39,+,catapult,&&&&&&&&&&&&,flamethrower,2,1,MAMMAL,WEAPON
40,+,jeep,&&&&&&&&&&&&,train,2,1,MAMMAL,VEHICLE
41,+,elephant,&&&&&&&&&&&&,knife,1,0,WEAPON,WEAPON
42,+,ambulance,&&&&&&&&&&&&,slingshot,1,0,WEAPON,WEAPON
43,+,pineapple,&&&&&&&&&&&&,cannon,1,0,WEAPON,WEAPON
44,+,pencil,&&&&&&&&&&&&,club,1,0,WEAPON,WEAPON
45,+,seagull,&&&&&&&&&&&&,rifle,1,0,WEAPON,WEAPON
46,+,swimsuit,&&&&&&&&&&&&,bow,1,0,WEAPON,WEAPON
47,+,missile,&&&&&&&&&&&&,bomb,1,1,WEAPON,WEAPON
48,+,hatchet,&&&&&&&&&&&&,whip,1,1,WEAPON,WEAPON
49,+,snowmobile,&&&&&&&&&&&&,gorilla,2,0,WEAPON,MAMMAL
50,+,jackhammer,&&&&&&&&&&&&,limousine,2,0,WEAPON,VEHICLE
51,+,cloak,&&&&&&&&&&&&,papaya,2,0,WEAPON,FRUIT
52,+,harpoon,&&&&&&&&&&&&,calculator,2,0,WEAPON,TOOL
53,+,submarine,&&&&&&&&&&&&,sparrow,2,0,WEAPON,BIRD
54,+,sandpaper,&&&&&&&&&&&&,belt,2,0,WEAPON,CLOTHING
55,+,rhubarb,&&&&&&&&&&&&,beets,2,1,WEAPON,VEGETABLE
56,+,whale,&&&&&&&&&&&&,dolphin,2,1,WEAPON,MAMMAL
57,+,sword,&&&&&&&&&&&&,celery,1,0,VEGETABLE,VEGETABLE
58,+,cat,&&&&&&&&&&&&,broccoli,1,0,VEGETABLE,VEGETABLE
59,+,airplane,&&&&&&&&&&&&,radish,1,0,VEGETABLE,VEGETABLE
60,+,raspberry,&&&&&&&&&&&&,potato,1,0,VEGETABLE,VEGETABLE
61,+,screwdriver,&&&&&&&&&&&&,peas,1,0,VEGETABLE,VEGETABLE
62,+,penguin,&&&&&&&&&&&&,onions,1,0,VEGETABLE,VEGETABLE
63,+,cabbage,&&&&&&&&&&&&,lettuce,1,1,VEGETABLE,VEGETABLE
64,+,spinach,&&&&&&&&&&&&,pepper,1,1,VEGETABLE,VEGETABLE
65,+,monkey,&&&&&&&&&&&&,armor,2,0,VEGETABLE,WEAPON
66,+,fig,&&&&&&&&&&&&,rat,2,0,VEGETABLE,MAMMAL
67,+,cardinal,&&&&&&&&&&&&,barge,2,0,VEGETABLE,VEHICLE
68,+,shallots,&&&&&&&&&&&&,blackberry,2,0,VEGETABLE,FRUIT
69,+,panda,&&&&&&&&&&&&,bolt,2,0,VEGETABLE,TOOL
