Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
1,+,dandelion,&&&&&&&&&&&&,tulip,1,1,PRACTICE,FLOWER
2,+,carnation,&&&&&&&&&&&&,rose,1,1,PRACTICE,FLOWER
3,+,microwave,&&&&&&&&&&&&,daisy,1,0,PRACTICE,FLOWER
4,+,backpack,&&&&&&&&&&&&,lily,1,0,PRACTICE,FLOWER
5,+,lizard,&&&&&&&&&&&&,snake,2,1,PRACTICE,REPTILE
6,+,worm,&&&&&&&&&&&&,caterpillar,2,1,PRACTICE,BUG
7,+,orchid,&&&&&&&&&&&&,toaster,2,0,PRACTICE,APPLIANCE
8,+,lilac,&&&&&&&&&&&&,suitcase,2,0,PRACTICE,BAG
9,+,strawberry,&&&&&&&&&&&&,shovel,2,0,VEHICLE,TOOL
10,+,lemon,&&&&&&&&&&&&,canary,2,0,VEHICLE,BIRD
11,+,helicopter,&&&&&&&&&&&&,airplane,1,1,VEHICLE,VEHICLE
12,+,sailboat,&&&&&&&&&&&&,canoe,1,1,VEHICLE,VEHICLE
13,+,prune,&&&&&&&&&&&&,shotgun,2,0,VEHICLE,WEAPON
14,+,grapefruit,&&&&&&&&&&&&,buffalo,2,0,VEHICLE,MAMMAL
15,+,trolley,&&&&&&&&&&&&,lamb,2,0,VEHICLE,MAMMAL
16,+,taxi,&&&&&&&&&&&&,cranberry,2,0,VEHICLE,FRUIT
17,+,gorilla,&&&&&&&&&&&&,snowmobile,1,0,VEHICLE,VEHICLE
18,+,dagger,&&&&&&&&&&&&,yacht,1,0,VEHICLE,VEHICLE
19,+,papaya,&&&&&&&&&&&&,mango,2,1,VEHICLE,FRUIT
20,+,calculator,&&&&&&&&&&&&,computer,2,1,VEHICLE,TOOL
21,+,sparrow,&&&&&&&&&&&&,submarine,1,0,VEHICLE,VEHICLE
22,+,saw,&&&&&&&&&&&&,rollerblades,1,0,VEHICLE,VEHICLE
23,+,tomato,&&&&&&&&&&&&,segway,1,0,VEHICLE,VEHICLE
24,+,dolphin,&&&&&&&&&&&&,jeep,1,0,VEHICLE,VEHICLE
25,+,car,&&&&&&&&&&&&,banana,2,0,MAMMAL,FRUIT
26,+,van,&&&&&&&&&&&&,pliers,2,0,MAMMAL,TOOL
27,+,horse,&&&&&&&&&&&&,zebra,1,1,MAMMAL,MAMMAL
28,+,donkey,&&&&&&&&&&&&,camel,1,1,MAMMAL,MAMMAL
29,+,bike,&&&&&&&&&&&&,asparagus,2,0,MAMMAL,VEGETABLE
30,+,motorcycle,&&&&&&&&&&&&,arrow,2,0,MAMMAL,WEAPON
31,+,sheep,&&&&&&&&&&&&,missile,2,0,MAMMAL,WEAPON
32,+,raccoon,&&&&&&&&&&&&,bus,2,0,MAMMAL,VEHICLE
33,+,armor,&&&&&&&&&&&&,monkey,1,0,MAMMAL,MAMMAL
34,+,kale,&&&&&&&&&&&&,hamster,1,0,MAMMAL,MAMMAL
35,+,barge,&&&&&&&&&&&&,hovercraft,2,1,MAMMAL,VEHICLE
36,+,blackberry,&&&&&&&&&&&&,pomegranate,2,1,MAMMAL,FRUIT
37,+,bolt,&&&&&&&&&&&&,panda,1,0,MAMMAL,MAMMAL
38,+,pear,&&&&&&&&&&&&,tiger,1,0,MAMMAL,MAMMAL
39,+,jetski,&&&&&&&&&&&&,rabbit,1,0,MAMMAL,MAMMAL
40,+,bayonet,&&&&&&&&&&&&,whale,1,0,MAMMAL,MAMMAL
41,+,giraffe,&&&&&&&&&&&&,truck,2,0,WEAPON,VEHICLE
42,+,dog,&&&&&&&&&&&&,lime,2,0,WEAPON,FRUIT
43,+,cannon,&&&&&&&&&&&&,grenade,1,1,WEAPON,WEAPON
44,+,club,&&&&&&&&&&&&,bat,1,1,WEAPON,WEAPON
45,+,rifle,&&&&&&&&&&&&,seagull,2,0,WEAPON,BIRD
46,+,cow,&&&&&&&&&&&&,garlic,2,0,WEAPON,VEGETABLE
47,+,bomb,&&&&&&&&&&&&,cabbage,2,0,WEAPON,VEGETABLE
48,+,whip,&&&&&&&&&&&&,skunk,2,0,WEAPON,MAMMAL
49,+,eggplant,&&&&&&&&&&&&,shield,1,0,WEAPON,WEAPON
50,+,blouse,&&&&&&&&&&&&,switchblade,1,0,WEAPON,WEAPON
51,+,beaver,&&&&&&&&&&&&,otter,2,1,WEAPON,MAMMAL
52,+,rocket,&&&&&&&&&&&&,jet,2,1,WEAPON,VEHICLE
53,+,raisin,&&&&&&&&&&&&,taser,1,0,WEAPON,WEAPON
54,+,wheelchair,&&&&&&&&&&&&,artillery,1,0,WEAPON,WEAPON
55,+,squirrel,&&&&&&&&&&&&,catapult,1,0,WEAPON,WEAPON
56,+,squash,&&&&&&&&&&&&,machete,1,0,WEAPON,WEAPON
57,+,knife,&&&&&&&&&&&&,elephant,2,0,VEGETABLE,MAMMAL
58,+,slingshot,&&&&&&&&&&&&,ambulance,2,0,VEGETABLE,VEHICLE
59,+,radish,&&&&&&&&&&&&,cucumber,1,1,VEGETABLE,VEGETABLE
60,+,potato,&&&&&&&&&&&&,turnip,1,1,VEGETABLE,VEGETABLE
61,+,lion,&&&&&&&&&&&&,skirt,2,0,VEGETABLE,CLOTHING
62,+,onions,&&&&&&&&&&&&,penguin,2,0,VEGETABLE,BIRD
63,+,lettuce,&&&&&&&&&&&&,jeans,2,0,VEGETABLE,CLOTHING
64,+,pepper,&&&&&&&&&&&&,hatchet,2,0,VEGETABLE,WEAPON
65,+,gloves,&&&&&&&&&&&&,artichoke,1,0,VEGETABLE,VEGETABLE
66,+,parrot,&&&&&&&&&&&&,zucchini,1,0,VEGETABLE,VEGETABLE
67,+,revolver,&&&&&&&&&&&&,pistol,2,1,VEGETABLE,WEAPON
68,+,moose,&&&&&&&&&&&&,deer,2,1,VEGETABLE,MAMMAL
69,+,kayak,&&&&&&&&&&&&,corn,1,0,VEGETABLE,VEGETABLE
