Item,Fixation,Prime,Mask,Target,Corr_response,Related,Block_Name,Target_cat
1,+,dandelion,&&&&&&&&&&&&,tulip,1,1,PRACTICE,FLOWER
2,+,carnation,&&&&&&&&&&&&,rose,1,1,PRACTICE,FLOWER
3,+,microwave,&&&&&&&&&&&&,daisy,1,0,PRACTICE,FLOWER
4,+,backpack,&&&&&&&&&&&&,lily,1,0,PRACTICE,FLOWER
5,+,lizard,&&&&&&&&&&&&,snake,2,1,PRACTICE,REPTILE
6,+,worm,&&&&&&&&&&&&,caterpillar,2,1,PRACTICE,BUG
7,+,orchid,&&&&&&&&&&&&,toaster,2,0,PRACTICE,APPLIANCE
8,+,lilac,&&&&&&&&&&&&,suitcase,2,0,PRACTICE,BAG
9,+,banana,&&&&&&&&&&&&,car,1,0,VEHICLE,VEHICLE
10,+,pliers,&&&&&&&&&&&&,van,1,0,VEHICLE,VEHICLE
11,+,eagle,&&&&&&&&&&&&,helicopter,1,0,VEHICLE,VEHICLE
12,+,boots,&&&&&&&&&&&&,sailboat,1,0,VEHICLE,VEHICLE
13,+,scooter,&&&&&&&&&&&&,bike,1,1,VEHICLE,VEHICLE
14,+,tractor,&&&&&&&&&&&&,motorcycle,1,1,VEHICLE,VEHICLE
15,+,lamb,&&&&&&&&&&&&,trolley,1,0,VEHICLE,VEHICLE
16,+,cranberry,&&&&&&&&&&&&,taxi,1,0,VEHICLE,VEHICLE
17,+,flashlight,&&&&&&&&&&&&,nectarine,2,0,VEHICLE,FRUIT
18,+,shirt,&&&&&&&&&&&&,chainsaw,2,0,VEHICLE,TOOL
19,+,pistol,&&&&&&&&&&&&,bluejay,2,0,VEHICLE,BIRD
20,+,jet,&&&&&&&&&&&&,pajamas,2,0,VEHICLE,CLOTHING
21,+,corn,&&&&&&&&&&&&,beans,2,1,VEHICLE,VEGETABLE
22,+,artillery,&&&&&&&&&&&&,tank,2,1,VEHICLE,WEAPON
23,+,catapult,&&&&&&&&&&&&,squirrel,2,0,VEHICLE,MAMMAL
24,+,jack,&&&&&&&&&&&&,watermelon,2,0,VEHICLE,FRUIT
25,+,truck,&&&&&&&&&&&&,giraffe,1,0,MAMMAL,MAMMAL
26,+,lime,&&&&&&&&&&&&,dog,1,0,MAMMAL,MAMMAL
27,+,screws,&&&&&&&&&&&&,horse,1,0,MAMMAL,MAMMAL
28,+,woodpecker,&&&&&&&&&&&&,donkey,1,0,MAMMAL,MAMMAL
29,+,cheetah,&&&&&&&&&&&&,lion,1,1,MAMMAL,MAMMAL
30,+,buffalo,&&&&&&&&&&&&,cow,1,1,MAMMAL,MAMMAL
31,+,missile,&&&&&&&&&&&&,sheep,1,0,MAMMAL,MAMMAL
32,+,bus,&&&&&&&&&&&&,raccoon,1,0,MAMMAL,MAMMAL
33,+,tangerine,&&&&&&&&&&&&,sleigh,2,0,MAMMAL,VEHICLE
34,+,cockatoo,&&&&&&&&&&&&,apricot,2,0,MAMMAL,FRUIT
35,+,parsley,&&&&&&&&&&&&,microscope,2,0,MAMMAL,TOOL
36,+,deer,&&&&&&&&&&&&,pheasant,2,0,MAMMAL,BIRD
37,+,suit,&&&&&&&&&&&&,tie,2,1,MAMMAL,CLOTHING
38,+,ginger,&&&&&&&&&&&&,parsnip,2,1,MAMMAL,VEGETABLE
39,+,rhubarb,&&&&&&&&&&&&,flamethrower,2,0,MAMMAL,WEAPON
40,+,kiwi,&&&&&&&&&&&&,train,2,0,MAMMAL,VEHICLE
41,+,elephant,&&&&&&&&&&&&,knife,1,0,WEAPON,WEAPON
42,+,ambulance,&&&&&&&&&&&&,slingshot,1,0,WEAPON,WEAPON
43,+,pineapple,&&&&&&&&&&&&,cannon,1,0,WEAPON,WEAPON
44,+,pencil,&&&&&&&&&&&&,club,1,0,WEAPON,WEAPON
45,+,shotgun,&&&&&&&&&&&&,rifle,1,1,WEAPON,WEAPON
46,+,arrow,&&&&&&&&&&&&,bow,1,1,WEAPON,WEAPON
47,+,cabbage,&&&&&&&&&&&&,bomb,1,0,WEAPON,WEAPON
48,+,skunk,&&&&&&&&&&&&,whip,1,0,WEAPON,WEAPON
49,+,snowmobile,&&&&&&&&&&&&,gorilla,2,0,WEAPON,MAMMAL
50,+,jackhammer,&&&&&&&&&&&&,limousine,2,0,WEAPON,VEHICLE
51,+,cloak,&&&&&&&&&&&&,papaya,2,0,WEAPON,FRUIT
52,+,harpoon,&&&&&&&&&&&&,calculator,2,0,WEAPON,TOOL
53,+,robin,&&&&&&&&&&&&,sparrow,2,1,WEAPON,BIRD
54,+,bandana,&&&&&&&&&&&&,belt,2,1,WEAPON,CLOTHING
55,+,shorts,&&&&&&&&&&&&,beets,2,0,WEAPON,VEGETABLE
56,+,jeep,&&&&&&&&&&&&,dolphin,2,0,WEAPON,MAMMAL
57,+,sword,&&&&&&&&&&&&,celery,1,0,VEGETABLE,VEGETABLE
58,+,cat,&&&&&&&&&&&&,broccoli,1,0,VEGETABLE,VEGETABLE
59,+,airplane,&&&&&&&&&&&&,radish,1,0,VEGETABLE,VEGETABLE
60,+,raspberry,&&&&&&&&&&&&,potato,1,0,VEGETABLE,VEGETABLE
61,+,asparagus,&&&&&&&&&&&&,peas,1,1,VEGETABLE,VEGETABLE
62,+,garlic,&&&&&&&&&&&&,onions,1,1,VEGETABLE,VEGETABLE
63,+,jeans,&&&&&&&&&&&&,lettuce,1,0,VEGETABLE,VEGETABLE
64,+,hatchet,&&&&&&&&&&&&,pepper,1,0,VEGETABLE,VEGETABLE
65,+,monkey,&&&&&&&&&&&&,armor,2,0,VEGETABLE,WEAPON
66,+,fig,&&&&&&&&&&&&,rat,2,0,VEGETABLE,MAMMAL
67,+,cardinal,&&&&&&&&&&&&,barge,2,0,VEGETABLE,VEHICLE
68,+,shallots,&&&&&&&&&&&&,blackberry,2,0,VEGETABLE,FRUIT
69,+,nails,&&&&&&&&&&&&,bolt,2,1,VEGETABLE,TOOL
